storyType,storyPriority,storyTitle,storyPoints,userPreviousSuccessRate,userAverageSpentHours,completed,userSkills,skills,tags
4,2,Design new landing page,5,1.0,14.601895,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'frontend']"
0,0,Enhance user profile settings,5,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['profile', 'enhancements']"
6,3,Implement login functionality,8,1.0,14.455538,False,[],"['C#', 'Backend', '.NET']","['login', 'backend']"
3,2,Optimize database queries,10,1.0,14.601895,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database', 'optimization']"
4,1,Enhance user profile settings,9,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
1,3,Enhance user profile settings,8,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['profile', 'enhancements', 'UX']"
1,3,Set up CI/CD pipeline,9,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['automation', 'CI/CD']"
5,2,Enhance user profile settings,3,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['UX', 'profile', 'enhancements']"
1,3,Fix styling issues on dashboard,2,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['UI', 'styling']"
1,1,Add unit tests for services,12,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Testing', 'Python']","['testing', 'QA']"
2,1,Add unit tests for services,9,1.0,14.455538,False,[],"['C#', 'Testing', 'Python']","['testing', 'QA']"
2,1,Set up CI/CD pipeline,11,1.0,14.455538,True,[],"['Cloud engineering', 'Devops']","['CI/CD', 'automation']"
2,4,Design new landing page,8,1.0,14.601895,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
1,0,Fix styling issues on dashboard,8,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling']"
6,2,Set up CI/CD pipeline,3,1.0,14.335423,False,['.NET'],"['Cloud engineering', 'Devops']","['CI/CD', 'automation', 'deployment']"
6,0,Create API endpoint for user data,13,1.0,14.335423,False,['.NET'],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'API', 'backend']"
2,0,Resolve logout session bug,7,1.0,14.601895,False,[],"['Backend', 'Python']","['critical', 'sessions']"
3,2,Create API endpoint for user data,4,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'SQL Server', 'Node.js']","['user-data', 'backend']"
0,4,Refactor authentication module,5,1.0,14.455538,True,[],"['Java', 'Backend']","['security', 'authentication', 'refactoring']"
6,4,Resolve logout session bug,9,1.0,14.455538,False,[],"['Backend', 'Python']","['bug', 'sessions', 'critical']"
4,4,Create API endpoint for user data,9,1.0,14.601895,False,[],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'backend']"
1,0,Refactor authentication module,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Java', 'Backend']","['security', 'authentication', 'refactoring']"
3,2,Implement login functionality,1,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['backend', 'authentication']"
1,2,Resolve logout session bug,4,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Backend', 'Python']","['bug', 'sessions']"
4,0,Resolve logout session bug,6,1.0,14.335423,True,['.NET'],"['Backend', 'Python']","['critical', 'bug', 'sessions']"
0,3,Optimize database queries,2,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization']"
1,4,Resolve logout session bug,1,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Backend', 'Python']","['bug', 'sessions', 'critical']"
1,2,Optimize database queries,13,1.0,14.335423,False,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database']"
1,2,Resolve logout session bug,5,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'Python']","['bug', 'sessions', 'critical']"
1,2,Design new landing page,3,1.0,13.903786,False,[],"['Frontent', 'Vue.js', 'React']","['frontend', 'responsive']"
6,4,Create API endpoint for user data,11,1.0,14.455538,False,[],"['Backend', 'SQL Server', 'Node.js']","['API', 'user-data', 'backend']"
5,0,Add unit tests for services,13,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Testing', 'Python']","['unit-tests', 'testing', 'QA']"
5,3,Enhance user profile settings,11,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['UX', 'enhancements', 'profile']"
4,1,Add unit tests for services,5,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['C#', 'Testing', 'Python']","['testing', 'QA']"
6,0,Optimize database queries,7,1.0,14.601895,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization', 'database']"
2,3,Fix styling issues on dashboard,11,1.0,14.339683,False,[],"['Frontent', 'JavaScript']","['frontend', 'styling']"
6,3,Fix styling issues on dashboard,13,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling', 'UI']"
6,2,Optimize database queries,8,1.0,13.903786,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'optimization']"
4,2,Enhance user profile settings,1,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['UX', 'enhancements']"
4,2,Fix styling issues on dashboard,12,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['UI', 'frontend', 'styling']"
3,3,Design new landing page,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['design', 'frontend', 'responsive']"
2,4,Design new landing page,7,1.0,14.339683,False,[],"['Frontent', 'Vue.js', 'React']","['frontend', 'responsive']"
5,4,Set up CI/CD pipeline,7,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['deployment', 'automation', 'CI/CD']"
4,1,Set up CI/CD pipeline,12,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Cloud engineering', 'Devops']","['automation', 'CI/CD']"
6,4,Refactor authentication module,5,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Java', 'Backend']","['authentication', 'security', 'refactoring']"
6,4,Set up CI/CD pipeline,12,1.0,14.339683,False,[],"['Cloud engineering', 'Devops']","['automation', 'CI/CD']"
0,4,Add unit tests for services,8,1.0,14.335423,False,['.NET'],"['C#', 'Testing', 'Python']","['QA', 'unit-tests']"
0,0,Enhance user profile settings,13,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['profile', 'UX', 'enhancements']"
5,2,Design new landing page,1,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'design']"
2,3,Resolve logout session bug,3,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'Python']","['sessions', 'bug', 'critical']"
4,0,Implement login functionality,7,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['authentication', 'backend']"
1,4,Resolve logout session bug,2,1.0,14.339683,False,[],"['Backend', 'Python']","['critical', 'sessions', 'bug']"
5,1,Fix styling issues on dashboard,1,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['styling', 'frontend', 'UI']"
1,0,Implement login functionality,2,1.0,13.903786,False,[],"['C#', 'Backend', '.NET']","['login', 'backend', 'authentication']"
3,1,Set up CI/CD pipeline,7,1.0,14.335423,True,['.NET'],"['Cloud engineering', 'Devops']","['deployment', 'automation', 'CI/CD']"
1,4,Set up CI/CD pipeline,2,1.0,14.601895,True,[],"['Cloud engineering', 'Devops']","['deployment', 'automation', 'CI/CD']"
4,1,Fix styling issues on dashboard,12,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['UI', 'styling']"
2,1,Create API endpoint for user data,6,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'SQL Server', 'Node.js']","['API', 'user-data', 'backend']"
2,4,Refactor authentication module,1,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Java', 'Backend']","['security', 'refactoring', 'authentication']"
1,4,Implement login functionality,2,1.0,14.339683,False,[],"['C#', 'Backend', '.NET']","['authentication', 'login', 'backend']"
1,3,Add unit tests for services,11,1.0,13.903786,False,[],"['C#', 'Testing', 'Python']","['QA', 'testing']"
1,1,Enhance user profile settings,11,1.0,14.339683,False,[],"['Frontent', 'JavaScript']","['profile', 'enhancements']"
1,0,Refactor authentication module,12,1.0,14.339683,True,[],"['Java', 'Backend']","['authentication', 'security', 'refactoring']"
2,0,Implement login functionality,5,1.0,14.455538,False,[],"['C#', 'Backend', '.NET']","['login', 'backend']"
3,0,Design new landing page,8,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['design', 'responsive', 'frontend']"
6,2,Resolve logout session bug,13,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'Python']","['bug', 'critical', 'sessions']"
2,4,Design new landing page,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'design']"
3,0,Design new landing page,5,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'responsive', 'design']"
4,2,Optimize database queries,5,1.0,14.339683,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries']"
3,1,Enhance user profile settings,4,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
6,4,Design new landing page,6,1.0,14.335423,False,['.NET'],"['Frontent', 'Vue.js', 'React']","['design', 'frontend']"
5,2,Create API endpoint for user data,4,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'SQL Server', 'Node.js']","['user-data', 'API']"
3,3,Implement login functionality,5,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['authentication', 'backend']"
2,2,Implement login functionality,9,1.0,14.455538,False,[],"['C#', 'Backend', '.NET']","['backend', 'authentication']"
4,4,Optimize database queries,11,1.0,13.903786,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database', 'optimization']"
3,0,Enhance user profile settings,10,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['profile', 'enhancements', 'UX']"
3,0,Add unit tests for services,11,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['C#', 'Testing', 'Python']","['testing', 'unit-tests', 'QA']"
3,2,Enhance user profile settings,1,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
2,4,Design new landing page,2,1.0,14.601895,True,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
0,2,Add unit tests for services,10,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['QA', 'unit-tests', 'testing']"
2,4,Fix styling issues on dashboard,6,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['frontend', 'styling']"
1,3,Refactor authentication module,11,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Java', 'Backend']","['refactoring', 'authentication']"
2,3,Add unit tests for services,3,1.0,13.903786,False,[],"['C#', 'Testing', 'Python']","['testing', 'unit-tests']"
3,3,Refactor authentication module,12,1.0,14.601895,False,[],"['Java', 'Backend']","['refactoring', 'security', 'authentication']"
3,0,Add unit tests for services,10,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['unit-tests', 'QA', 'testing']"
4,3,Enhance user profile settings,10,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
3,1,Resolve logout session bug,2,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'Python']","['critical', 'bug', 'sessions']"
0,3,Set up CI/CD pipeline,3,1.0,14.335423,True,['.NET'],"['Cloud engineering', 'Devops']","['automation', 'deployment', 'CI/CD']"
1,3,Refactor authentication module,7,1.0,14.339683,False,[],"['Java', 'Backend']","['authentication', 'refactoring', 'security']"
4,4,Set up CI/CD pipeline,3,1.0,13.903786,False,[],"['Cloud engineering', 'Devops']","['deployment', 'automation', 'CI/CD']"
3,0,Optimize database queries,12,1.0,14.335423,True,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'database']"
4,1,Fix styling issues on dashboard,12,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling', 'UI']"
1,4,Add unit tests for services,5,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['testing', 'unit-tests']"
3,3,Design new landing page,2,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'design']"
5,1,Design new landing page,6,1.0,14.455538,False,[],"['Frontent', 'Vue.js', 'React']","['design', 'frontend']"
3,3,Implement login functionality,13,1.0,14.455538,False,[],"['C#', 'Backend', '.NET']","['authentication', 'backend', 'login']"
5,3,Add unit tests for services,1,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Testing', 'Python']","['QA', 'testing', 'unit-tests']"
1,2,Create API endpoint for user data,13,1.0,14.339683,False,[],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'backend']"
1,1,Enhance user profile settings,4,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['enhancements', 'profile']"
1,1,Optimize database queries,11,1.0,13.903786,True,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'optimization']"
1,2,Add unit tests for services,13,1.0,14.335423,False,['.NET'],"['C#', 'Testing', 'Python']","['testing', 'QA', 'unit-tests']"
0,3,Implement login functionality,9,1.0,13.903786,False,[],"['C#', 'Backend', '.NET']","['backend', 'authentication']"
2,3,Enhance user profile settings,5,1.0,14.335423,True,['.NET'],"['Frontent', 'JavaScript']","['profile', 'UX', 'enhancements']"
2,1,Add unit tests for services,2,1.0,14.455538,True,[],"['C#', 'Testing', 'Python']","['testing', 'unit-tests']"
4,2,Optimize database queries,11,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries', 'optimization']"
3,4,Refactor authentication module,3,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Java', 'Backend']","['refactoring', 'authentication']"
5,1,Enhance user profile settings,3,1.0,14.455538,False,[],"['Frontent', 'JavaScript']","['profile', 'enhancements']"
6,1,Fix styling issues on dashboard,9,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['frontend', 'UI']"
3,1,Implement login functionality,11,1.0,13.903786,True,[],"['C#', 'Backend', '.NET']","['login', 'backend']"
5,2,Refactor authentication module,4,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Java', 'Backend']","['security', 'refactoring', 'authentication']"
3,0,Set up CI/CD pipeline,9,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Cloud engineering', 'Devops']","['automation', 'deployment']"
4,1,Add unit tests for services,11,1.0,14.455538,False,[],"['C#', 'Testing', 'Python']","['QA', 'testing', 'unit-tests']"
6,1,Optimize database queries,3,1.0,14.335423,True,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'database']"
2,2,Set up CI/CD pipeline,1,1.0,14.335423,False,['.NET'],"['Cloud engineering', 'Devops']","['automation', 'deployment', 'CI/CD']"
6,1,Optimize database queries,13,1.0,14.339683,True,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries', 'optimization']"
0,1,Refactor authentication module,9,1.0,14.455538,False,[],"['Java', 'Backend']","['authentication', 'refactoring', 'security']"
0,3,Backend API Integration,20,1.0,14.339683,True,[],[],"['API', 'Integration', 'Security', 'Scalability']"
0,2,Optimize API Endpoints,25,1.0,14.339683,True,[],[],"['API', 'Performance', 'Scalability']"
0,2,Backend API Integration,30,1.0,14.335423,True,['.NET'],[],"['API', 'Security', 'Error Handling', 'Logging']"
1,2,API Endpoint Implementation,15,1.0,14.335423,True,['.NET'],[],"['backend', 'api', 'oauth', 'https']"
0,2,Backend API Integration,25,1.0,13.903786,True,[],[],"['API Integration', 'Payment Gateway', 'Database Schema', 'Testing']"
0,2,Optimize backend API performance,15,1.0,14.335423,True,['.NET'],[],"['performance', 'optimization', 'backend']"
0,3,API Documentation,20,1.0,13.903786,True,[],[],"['backend', 'documentation']"
0,3,Improve user authentication API,25,1.0,14.339683,True,[],[],"['security', 'api', 'oauth']"
3,2,Fix notifications UI,0,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']",[],[]
1,3,Allow to add more teamleaders to project,0,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']",[],[]
1,3,Story tags,5,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']",[],[]
1,2,Frontend Task Optimization,25,1.0,13.903786,True,[],[],"['frontend', 'performance', 'optimization']"
1,3,API Documentation Update,10,1.0,13.903786,True,[],[],"['backend', 'api', 'documentation']"
0,3,Backend API Integration,20,1.0,14.339683,True,[],[],"['backend', 'api', 'integration']"
1,2,Team UI refresh,5,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']",[],[]
0,2,API Endpoint Creation,20,1.0,13.903786,True,[],[],"['API', 'OAuth', 'Security', 'Caching', 'Logging']"
1,3,API Endpoint for User Authentication,15,1.0,14.335423,True,['.NET'],[],"['API', 'OAuth', 'Security', 'Rate Limiting']"
1,2,API endpoint for user authentication,20,1.0,13.903786,True,[],[],"['API', 'authentication', 'JWT', 'OAuth 2.0']"
0,3,Backend API Integration,25,1.0,13.903786,True,[],[],"['api', 'integration', 'security']"
0,3,Backend API Integration,25,1.0,13.903786,True,[],[],"['API Integration', 'Backend', 'Frontend']"
0,2,API Endpoint Refactoring,8,1.0,13.903786,True,[],[],"['API', 'Refactoring', 'Performance', 'Scalability']"
0,3,Improve API Security,20,1.0,13.903786,True,[],[],"['security', 'backend', 'api']"
0,3,Backend API Integration,20,1.0,13.903786,True,[],[],"['API', 'Integration', 'Backend', 'Frontend']"
0,3,API Endpoint Creation,20,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']",[],"['api', 'oauth', 'jwt', 'user-authentication']"
0,3,Improve backend API performance,32,1.0,14.335423,True,['.NET'],[],"['backend', 'API', 'performance', 'optimization']"
0,3,Backend API Integration,25,1.0,13.903786,True,[],[],"['API', 'Integration', 'Security']"
0,3,API Endpoint for User Profile,20,1.0,14.339683,True,[],[],"['api', 'endpoint', 'user profile']"
0,3,API Endpoints Refactoring,25,1.0,13.903786,True,[],[],"['performance', 'optimization', 'api']"
1,3,Backend API Integration,25,1.0,13.903786,True,[],[],"['backend', 'api', 'integration']"
0,3,Backend API Integration,25,1.0,13.903786,True,[],[],"['backend', 'api', 'integration']"
1,2,API endpoint for user authentication,15,1.0,13.903786,True,[],[],"['backend', 'API', 'authentication']"
1,3,Optimize database queries,20,1.0,13.903786,True,[],[],"['database', 'optimization', 'performance']"
0,3,Backend API Integration,20,1.0,13.903786,True,[],[],"['API', 'Security', 'OAuth', 'JSON Web Tokens', 'HTTPS']"
